player_id,region,total_playtime_hours,days_active,spending_category,total_spent,battle_pass_purchases,skins_purchased,loot_boxes_purchased,days_since_last_purchase,daily_sessions,sessions_per_week,churn_status,d1_retention,d7_retention,d30_retention,arpu,arppu
718,LATAM,136,312,Free,0,1,2,3,57,3,18,Yes,1,1,0,0.0,0.0
719,NA,134,298,Small Spender,0,0,0,2,1,4,20,No,1,0,0,0.0,0.0
720,APAC,179,24,Free,0,0,2,6,57,3,13,No,1,1,1,0.0,0.0
721,LATAM,60,110,Free,0,0,3,2,42,3,39,Yes,1,1,0,0.0,0.0
722,NA,134,52,Small Spender,0,1,1,3,9,2,7,Yes,1,0,0,0.0,0.0
723,NA,85,290,Small Spender,0,0,5,4,0,3,28,No,1,1,0,0.0,0.0
724,APAC,159,259,Free,100,0,1,2,44,3,16,No,1,0,0,0.3861003861003861,0.3861003861003861
725,EU,151,324,Free,0,1,1,3,42,2,20,Yes,1,1,1,0.0,0.0
726,APAC,110,139,Free,10,1,0,5,43,1,19,No,1,1,0,0.07194244604316546,0.07194244604316546
727,NA,83,306,Free,0,0,1,8,54,3,17,No,1,0,0,0.0,0.0
728,APAC,148,338,Free,0,0,5,3,9,2,4,Yes,1,0,0,0.0,0.0
729,NA,132,275,Small Spender,50,0,3,4,42,3,12,Yes,1,0,1,0.18181818181818182,0.18181818181818182
730,NA,65,44,Free,0,0,0,4,36,2,10,Yes,1,0,1,0.0,0.0
731,NA,33,259,Free,0,1,1,3,7,3,19,No,1,1,0,0.0,0.0
732,APAC,85,113,Whale,0,1,2,5,3,0,12,Yes,1,0,0,0.0,0.0
733,APAC,175,227,Free,0,1,3,3,54,2,23,No,1,0,1,0.0,0.0
734,EU,157,65,Free,0,0,3,1,56,1,28,No,1,0,1,0.0,0.0
735,EU,44,163,Small Spender,0,0,3,2,33,3,28,Yes,0,0,0,0.0,0.0
736,LATAM,41,164,Small Spender,0,0,4,2,55,2,19,No,0,0,0,0.0,0.0
737,EU,163,166,Small Spender,0,0,5,2,25,0,29,No,1,0,0,0.0,0.0
738,APAC,43,39,Small Spender,0,1,2,4,28,1,18,Yes,0,1,0,0.0,0.0
739,EU,125,153,Free,0,0,1,3,58,2,31,No,1,0,0,0.0,0.0
740,EU,69,320,Free,10,0,0,2,7,4,21,Yes,1,1,1,0.03125,0.03125
741,EU,180,360,Small Spender,0,0,1,6,53,4,30,No,1,1,0,0.0,0.0
742,NA,61,269,Free,5,0,2,5,18,1,33,No,1,1,0,0.01858736059479554,0.01858736059479554
743,APAC,157,324,Free,100,0,2,1,7,6,7,No,1,0,0,0.30864197530864196,0.30864197530864196
744,EU,109,326,Small Spender,0,1,0,3,11,3,17,No,1,0,0,0.0,0.0
745,NA,112,75,Small Spender,0,0,0,4,17,3,29,Yes,1,1,0,0.0,0.0
746,LATAM,1,257,Free,0,0,1,1,12,2,5,No,1,0,0,0.0,0.0
747,EU,0,200,Dolphin,0,0,3,5,50,4,17,No,1,1,0,0.0,0.0
748,EU,88,98,Small Spender,5,0,1,3,1,5,26,No,1,0,0,0.05102040816326531,0.05102040816326531
749,LATAM,112,104,Whale,0,0,3,4,45,2,12,No,1,1,1,0.0,0.0
750,EU,43,164,Dolphin,0,0,1,4,18,1,21,No,1,1,0,0.0,0.0
751,NA,45,113,Free,0,0,3,1,22,4,19,No,1,0,0,0.0,0.0
752,LATAM,128,103,Small Spender,10,0,2,0,13,0,45,No,1,1,0,0.0970873786407767,0.0970873786407767
753,EU,128,37,Small Spender,0,1,2,2,31,3,6,Yes,1,0,0,0.0,0.0
754,NA,93,106,Small Spender,50,0,3,4,23,0,32,No,1,1,0,0.4716981132075472,0.4716981132075472
755,NA,139,187,Small Spender,10,0,2,3,8,2,33,Yes,0,1,0,0.053475935828877004,0.053475935828877004
756,APAC,41,364,Free,0,0,1,3,45,5,9,No,0,0,1,0.0,0.0
757,EU,82,21,Free,0,0,3,1,48,4,32,No,0,0,1,0.0,0.0
758,EU,182,148,Free,0,0,0,1,57,3,16,No,1,0,0,0.0,0.0
759,LATAM,103,129,Small Spender,0,0,0,5,9,2,32,Yes,1,1,0,0.0,0.0
760,APAC,106,187,Small Spender,50,0,5,5,33,0,39,Yes,1,0,0,0.26737967914438504,0.26737967914438504
761,NA,215,284,Free,0,0,2,2,45,4,11,No,1,0,1,0.0,0.0
762,NA,30,199,Free,0,0,1,5,11,5,11,No,1,1,0,0.0,0.0
763,NA,139,235,Small Spender,0,0,2,0,13,0,19,Yes,1,1,0,0.0,0.0
764,APAC,183,108,Free,0,0,5,4,20,2,42,Yes,1,1,0,0.0,0.0
765,NA,83,9,Free,0,1,1,2,43,2,38,No,1,0,0,0.0,0.0
766,EU,142,226,Free,0,1,0,4,22,1,28,No,1,1,0,0.0,0.0
767,APAC,50,209,Dolphin,0,1,6,7,0,4,2,No,1,1,0,0.0,0.0
768,LATAM,65,245,Small Spender,0,1,3,5,38,2,15,No,1,0,1,0.0,0.0
769,NA,119,288,Free,0,0,0,3,16,3,35,Yes,1,0,1,0.0,0.0
770,APAC,139,66,Free,0,0,2,5,46,1,42,No,1,1,0,0.0,0.0
771,NA,156,356,Small Spender,0,0,4,3,32,3,21,Yes,1,1,0,0.0,0.0
772,APAC,178,153,Small Spender,0,0,1,4,14,1,19,Yes,1,0,1,0.0,0.0
773,NA,96,191,Small Spender,0,0,1,6,2,2,26,Yes,1,1,0,0.0,0.0
774,EU,159,218,Free,0,1,2,2,23,2,34,No,1,0,1,0.0,0.0
775,APAC,82,154,Free,0,0,1,3,16,4,14,No,1,0,0,0.0,0.0
776,NA,145,277,Dolphin,0,0,2,8,37,3,28,Yes,1,1,0,0.0,0.0
777,NA,110,82,Free,0,0,2,3,56,3,10,Yes,0,1,0,0.0,0.0
778,APAC,122,221,Free,0,0,1,6,10,2,21,No,1,1,0,0.0,0.0
779,APAC,121,280,Small Spender,0,1,1,6,25,4,17,Yes,0,0,0,0.0,0.0
780,EU,19,111,Whale,0,0,1,4,12,2,19,No,1,1,0,0.0,0.0
781,APAC,43,92,Small Spender,0,1,1,5,42,2,13,Yes,1,0,0,0.0,0.0
782,EU,105,12,Small Spender,0,0,1,1,11,3,22,No,1,0,0,0.0,0.0
783,NA,15,139,Free,10,1,2,2,56,1,18,No,1,1,1,0.07194244604316546,0.07194244604316546
784,NA,141,155,Free,0,0,3,5,15,3,29,Yes,1,1,1,0.0,0.0
785,NA,143,23,Free,0,0,3,2,14,3,20,No,1,1,1,0.0,0.0
786,LATAM,116,220,Free,0,1,1,4,52,2,32,No,1,1,0,0.0,0.0
787,EU,43,348,Free,0,0,1,5,18,5,15,Yes,1,1,1,0.0,0.0
788,EU,169,237,Dolphin,0,0,1,4,18,2,13,No,1,0,0,0.0,0.0
789,EU,201,253,Free,0,0,1,3,36,4,11,No,1,1,0,0.0,0.0
790,LATAM,107,183,Free,0,0,1,3,6,3,22,No,1,0,0,0.0,0.0
791,NA,125,198,Free,50,0,5,1,12,4,22,Yes,1,0,0,0.25252525252525254,0.25252525252525254
792,EU,110,170,Small Spender,0,0,1,3,4,2,7,Yes,1,0,0,0.0,0.0
793,EU,126,123,Free,100,0,3,3,51,5,20,No,1,0,0,0.8130081300813008,0.8130081300813008
794,EU,94,34,Dolphin,50,1,0,1,16,2,20,No,0,0,0,1.4705882352941178,1.4705882352941178
795,NA,98,313,Free,50,1,3,4,31,3,34,Yes,1,0,0,0.1597444089456869,0.1597444089456869
796,LATAM,145,3,Small Spender,50,0,3,1,53,3,32,No,1,1,0,16.666666666666668,16.666666666666668
797,LATAM,217,6,Small Spender,0,1,3,2,10,3,19,No,1,1,0,0.0,0.0
798,EU,29,304,Free,0,0,2,6,34,6,7,No,1,0,0,0.0,0.0
799,APAC,94,102,Small Spender,0,0,3,2,6,1,11,No,0,0,0,0.0,0.0
800,LATAM,40,192,Free,0,1,2,4,21,2,4,Yes,1,0,0,0.0,0.0
801,APAC,179,13,Dolphin,0,0,4,4,4,0,33,No,0,1,0,0.0,0.0
802,NA,70,36,Dolphin,50,0,1,3,7,5,16,No,1,0,1,1.3888888888888888,1.3888888888888888
803,EU,27,70,Free,0,0,1,4,13,3,34,No,1,1,0,0.0,0.0
804,EU,131,289,Free,0,1,1,3,28,1,20,No,1,0,0,0.0,0.0
805,EU,187,105,Free,5,0,1,2,28,0,36,No,1,1,1,0.047619047619047616,0.047619047619047616
806,APAC,133,204,Whale,0,0,4,4,40,0,15,Yes,1,0,1,0.0,0.0
807,LATAM,110,313,Free,0,0,2,2,41,3,39,Yes,1,1,0,0.0,0.0
808,LATAM,120,55,Small Spender,0,0,2,4,29,3,22,No,1,0,0,0.0,0.0
809,EU,170,107,Small Spender,50,0,1,4,27,2,20,Yes,1,0,0,0.4672897196261682,0.4672897196261682
810,NA,56,141,Small Spender,0,1,0,1,53,3,41,Yes,1,0,0,0.0,0.0
811,LATAM,94,225,Free,5,1,3,1,21,2,22,No,1,0,0,0.022222222222222223,0.022222222222222223
812,APAC,77,307,Free,0,1,4,4,23,4,13,No,1,1,0,0.0,0.0
813,NA,41,348,Free,100,0,3,3,35,3,15,Yes,0,1,1,0.28735632183908044,0.28735632183908044
814,LATAM,83,309,Free,0,0,2,7,23,0,14,Yes,1,1,0,0.0,0.0
815,LATAM,155,36,Free,10,0,4,4,34,2,22,No,1,1,1,0.2777777777777778,0.2777777777777778
816,EU,128,133,Free,200,0,2,2,1,3,18,No,0,1,0,1.5037593984962405,1.5037593984962405
817,EU,132,25,Free,0,0,1,0,39,3,5,Yes,1,1,0,0.0,0.0
818,EU,107,337,Free,0,0,2,3,8,1,30,No,1,1,0,0.0,0.0
819,NA,126,37,Free,0,0,2,2,19,2,3,Yes,1,1,1,0.0,0.0
820,NA,59,19,Free,0,1,1,2,12,1,13,No,0,0,1,0.0,0.0
821,APAC,84,35,Free,50,0,1,4,4,1,6,Yes,0,1,0,1.4285714285714286,1.4285714285714286
822,NA,109,363,Free,0,1,4,2,50,1,37,No,1,1,0,0.0,0.0
823,NA,113,310,Free,100,0,0,3,11,3,29,No,1,1,0,0.3225806451612903,0.3225806451612903
824,EU,116,6,Small Spender,5,1,3,2,19,2,18,No,1,1,0,0.8333333333333334,0.8333333333333334
825,EU,93,199,Free,0,0,5,4,43,2,21,No,0,0,0,0.0,0.0
826,LATAM,81,34,Dolphin,0,1,3,2,15,3,11,No,1,0,1,0.0,0.0
827,NA,257,56,Free,0,0,2,4,37,4,20,No,1,1,1,0.0,0.0
828,NA,145,256,Dolphin,0,0,3,2,2,3,4,Yes,1,1,0,0.0,0.0
829,APAC,120,211,Small Spender,0,0,3,7,18,4,32,No,1,0,0,0.0,0.0
830,EU,88,97,Small Spender,0,0,2,0,26,4,26,Yes,1,0,0,0.0,0.0
831,NA,77,282,Dolphin,100,1,5,2,55,3,26,Yes,1,1,1,0.3546099290780142,0.3546099290780142
832,EU,93,241,Free,0,1,2,3,16,0,29,No,1,1,0,0.0,0.0
833,NA,114,170,Free,0,0,2,0,22,3,1,Yes,1,0,0,0.0,0.0
834,NA,5,347,Free,0,0,2,2,10,1,21,Yes,1,1,1,0.0,0.0
835,EU,21,294,Free,10,1,1,2,35,4,18,Yes,1,0,0,0.034013605442176874,0.034013605442176874
836,EU,68,227,Free,0,0,4,1,51,3,8,No,0,1,0,0.0,0.0
837,LATAM,110,315,Free,0,0,0,1,40,1,26,No,1,0,0,0.0,0.0
838,EU,88,127,Free,100,0,5,2,20,3,32,Yes,1,0,0,0.7874015748031497,0.7874015748031497
839,EU,173,280,Free,50,0,2,2,59,3,12,Yes,1,0,1,0.17857142857142858,0.17857142857142858
840,EU,25,21,Free,5,0,3,2,58,2,2,No,1,0,0,0.23809523809523808,0.23809523809523808
841,NA,62,316,Small Spender,100,0,1,3,20,4,22,Yes,1,0,0,0.31645569620253167,0.31645569620253167
842,APAC,176,246,Whale,0,0,2,2,45,2,21,No,1,0,0,0.0,0.0
843,NA,106,90,Free,50,0,3,7,47,2,14,No,1,0,0,0.5555555555555556,0.5555555555555556
844,LATAM,144,6,Free,0,0,3,4,30,2,27,No,0,0,0,0.0,0.0
845,NA,202,266,Free,0,1,2,3,59,4,29,No,1,1,0,0.0,0.0
846,EU,65,97,Small Spender,200,0,3,1,0,3,13,Yes,1,1,1,2.0618556701030926,2.0618556701030926
847,NA,95,150,Free,0,0,2,5,39,5,12,No,1,0,0,0.0,0.0
848,LATAM,86,80,Whale,0,0,0,3,37,1,25,No,1,0,0,0.0,0.0
849,EU,2,17,Free,0,0,1,6,33,4,13,No,1,1,0,0.0,0.0
850,EU,84,138,Free,0,1,1,3,52,2,27,Yes,0,1,0,0.0,0.0
851,NA,144,140,Whale,0,1,5,1,20,2,19,No,1,1,0,0.0,0.0
852,APAC,127,339,Dolphin,5,1,3,4,14,2,20,Yes,1,0,1,0.014749262536873156,0.014749262536873156
853,NA,130,40,Small Spender,200,0,1,4,25,2,1,No,1,0,0,5.0,5.0
854,LATAM,81,168,Free,0,0,3,4,52,4,38,No,1,1,0,0.0,0.0
855,NA,67,74,Small Spender,10,1,2,1,4,3,24,No,1,0,0,0.13513513513513514,0.13513513513513514
856,NA,163,74,Free,0,0,3,7,44,1,16,No,0,0,0,0.0,0.0
857,NA,75,50,Free,0,0,0,2,50,0,31,No,1,0,1,0.0,0.0
858,EU,114,10,Free,5,0,2,3,50,1,12,No,1,1,0,0.5,0.5
859,EU,108,103,Free,50,1,2,3,36,2,25,No,0,0,0,0.4854368932038835,0.4854368932038835
860,NA,173,350,Small Spender,0,0,1,1,9,4,26,No,1,1,1,0.0,0.0
861,APAC,148,299,Free,0,0,3,2,47,2,14,Yes,1,1,0,0.0,0.0
862,EU,35,339,Dolphin,0,0,1,1,20,2,11,Yes,1,1,0,0.0,0.0
863,EU,40,104,Free,100,0,1,4,6,3,7,No,1,1,0,0.9615384615384616,0.9615384615384616
864,EU,128,290,Free,0,0,3,4,28,3,12,No,1,0,0,0.0,0.0
865,EU,96,280,Small Spender,0,0,1,2,9,0,39,No,1,1,1,0.0,0.0
866,EU,77,142,Small Spender,50,0,1,4,11,3,1,No,0,0,1,0.352112676056338,0.352112676056338
867,NA,150,297,Whale,0,0,2,0,29,5,29,No,1,1,0,0.0,0.0
868,NA,109,170,Small Spender,100,0,0,1,2,4,18,No,1,0,0,0.5882352941176471,0.5882352941176471
869,LATAM,102,13,Free,100,0,4,5,9,2,37,Yes,1,1,0,7.6923076923076925,7.6923076923076925
870,LATAM,138,157,Whale,0,1,4,3,0,0,27,No,1,0,0,0.0,0.0
871,EU,81,174,Dolphin,0,0,1,5,52,3,18,Yes,1,1,0,0.0,0.0
872,NA,178,162,Free,0,0,0,2,20,3,42,No,1,0,0,0.0,0.0
873,EU,60,132,Free,200,1,1,3,0,4,18,No,1,0,0,1.5151515151515151,1.5151515151515151
874,EU,132,28,Free,0,1,3,4,51,3,19,No,1,1,0,0.0,0.0
875,NA,171,83,Free,10,0,1,3,22,4,26,No,1,1,0,0.12048192771084337,0.12048192771084337
876,NA,31,363,Whale,0,0,1,3,25,4,24,Yes,1,1,0,0.0,0.0
877,APAC,82,269,Free,0,0,7,3,53,0,31,No,1,1,0,0.0,0.0
878,APAC,157,251,Small Spender,0,0,6,2,19,1,13,No,0,1,0,0.0,0.0
879,NA,157,106,Free,0,0,2,3,13,3,15,No,1,0,1,0.0,0.0
880,NA,91,261,Free,0,0,3,2,15,2,12,No,1,1,0,0.0,0.0
881,NA,63,353,Small Spender,0,1,2,4,16,5,11,No,1,0,1,0.0,0.0
882,APAC,147,14,Free,0,0,2,2,12,4,19,No,1,1,0,0.0,0.0
883,NA,159,80,Free,0,0,3,6,20,3,25,Yes,1,0,0,0.0,0.0
884,NA,41,160,Whale,0,0,1,2,24,1,37,No,1,0,0,0.0,0.0
885,APAC,39,178,Small Spender,0,0,2,4,56,1,35,No,1,0,1,0.0,0.0
886,NA,111,155,Free,0,0,3,1,29,1,26,No,1,0,1,0.0,0.0
887,APAC,131,35,Free,0,1,2,5,5,2,7,No,1,0,0,0.0,0.0
888,NA,85,259,Free,10,1,3,2,16,2,18,No,1,1,0,0.03861003861003861,0.03861003861003861
889,NA,133,260,Small Spender,0,1,3,0,21,1,23,No,1,1,0,0.0,0.0
890,NA,64,135,Small Spender,200,0,2,2,23,6,36,No,0,0,1,1.4814814814814814,1.4814814814814814
891,APAC,0,131,Free,0,0,4,3,43,3,22,No,1,1,1,0.0,0.0
892,LATAM,78,81,Small Spender,50,0,7,1,4,5,30,No,1,0,1,0.6172839506172839,0.6172839506172839
893,APAC,103,59,Free,0,0,2,1,55,3,23,No,0,1,1,0.0,0.0
894,EU,86,74,Free,0,0,2,1,23,4,23,Yes,1,0,1,0.0,0.0
895,APAC,42,239,Free,0,0,2,4,15,3,30,No,1,0,0,0.0,0.0
896,NA,9,129,Free,0,0,3,4,34,2,31,Yes,0,0,0,0.0,0.0
897,NA,74,315,Free,0,1,2,5,41,2,18,No,1,0,0,0.0,0.0
898,LATAM,144,138,Small Spender,5,0,8,5,50,1,5,No,0,1,0,0.036231884057971016,0.036231884057971016
899,NA,162,103,Free,0,1,3,2,32,3,17,Yes,1,0,0,0.0,0.0
900,NA,159,9,Small Spender,0,1,1,4,17,4,17,No,0,0,1,0.0,0.0
901,NA,59,232,Small Spender,10,1,4,7,22,2,14,No,1,0,1,0.04310344827586207,0.04310344827586207
902,NA,42,99,Small Spender,0,1,1,2,22,4,12,No,1,1,0,0.0,0.0
903,NA,124,218,Free,0,0,3,0,44,0,20,No,1,0,0,0.0,0.0
904,EU,131,237,Free,0,0,0,1,9,4,12,No,1,1,0,0.0,0.0
905,EU,120,222,Small Spender,0,0,1,5,15,4,18,No,1,0,0,0.0,0.0
906,LATAM,0,168,Free,0,1,1,5,29,2,30,Yes,1,0,0,0.0,0.0
907,APAC,56,62,Small Spender,0,1,2,3,59,3,19,No,1,1,1,0.0,0.0
908,NA,98,318,Free,0,1,4,0,31,1,30,No,1,0,0,0.0,0.0
909,NA,124,10,Free,0,0,1,3,54,0,31,Yes,1,1,0,0.0,0.0
910,EU,138,234,Small Spender,0,0,1,3,9,0,26,No,1,1,0,0.0,0.0
911,EU,107,87,Dolphin,200,1,3,0,12,2,20,No,1,1,0,2.2988505747126435,2.2988505747126435
912,NA,116,267,Free,200,1,3,6,7,3,34,No,1,0,1,0.7490636704119851,0.7490636704119851
913,EU,104,204,Free,0,0,5,2,48,1,21,No,1,0,1,0.0,0.0
914,EU,134,318,Small Spender,0,0,3,5,14,2,10,No,0,0,1,0.0,0.0
915,EU,115,333,Free,0,1,1,4,56,1,39,No,1,1,0,0.0,0.0
916,EU,103,360,Free,0,0,2,6,17,3,10,Yes,1,0,0,0.0,0.0
917,NA,86,241,Free,0,1,3,1,47,0,17,No,1,0,1,0.0,0.0
918,LATAM,104,56,Free,0,0,0,4,23,5,20,No,1,1,0,0.0,0.0
919,APAC,124,110,Free,0,0,3,4,21,3,3,Yes,0,0,0,0.0,0.0
920,NA,113,49,Free,50,0,3,1,55,4,21,Yes,0,1,0,1.0204081632653061,1.0204081632653061
921,LATAM,119,243,Dolphin,50,0,0,3,39,3,10,No,1,1,0,0.205761316872428,0.205761316872428
922,EU,167,16,Small Spender,200,0,2,2,20,2,13,Yes,1,0,0,12.5,12.5
923,LATAM,113,73,Whale,0,0,0,3,22,2,21,Yes,1,0,1,0.0,0.0
924,APAC,67,202,Free,50,1,3,1,32,0,30,No,0,1,0,0.24752475247524752,0.24752475247524752
925,EU,144,93,Free,0,0,3,1,9,4,15,Yes,0,1,0,0.0,0.0
926,NA,31,137,Whale,0,0,3,1,30,5,24,Yes,0,0,0,0.0,0.0
927,NA,45,33,Free,50,1,4,2,28,6,29,No,1,0,0,1.5151515151515151,1.5151515151515151
928,EU,116,88,Small Spender,100,0,3,0,24,1,23,No,1,0,0,1.1363636363636365,1.1363636363636365
929,EU,125,203,Free,10,1,1,2,3,3,5,Yes,1,1,1,0.04926108374384237,0.04926108374384237
930,NA,37,39,Small Spender,0,0,1,5,54,1,7,No,0,1,0,0.0,0.0
931,NA,80,114,Dolphin,0,1,2,1,58,3,24,No,1,0,0,0.0,0.0
932,APAC,69,333,Free,5,0,3,2,39,4,22,No,1,1,0,0.015015015015015015,0.015015015015015015
933,LATAM,75,247,Free,50,1,3,2,17,1,24,Yes,1,1,0,0.20242914979757085,0.20242914979757085
934,EU,147,343,Free,5,0,2,3,20,2,32,No,1,0,0,0.014577259475218658,0.014577259475218658
935,NA,135,208,Free,0,0,0,0,28,3,24,Yes,0,0,0,0.0,0.0
936,NA,99,312,Free,0,1,0,2,8,3,18,Yes,1,0,1,0.0,0.0
937,NA,72,297,Small Spender,0,0,2,4,59,5,26,No,1,0,0,0.0,0.0
938,LATAM,32,360,Free,100,1,0,2,13,0,23,No,1,1,0,0.2777777777777778,0.2777777777777778
939,NA,171,211,Free,0,0,6,6,17,1,29,No,1,1,0,0.0,0.0
940,EU,129,355,Free,0,0,1,2,18,3,25,No,1,0,1,0.0,0.0
941,NA,64,59,Free,50,0,3,2,8,1,15,Yes,1,0,0,0.847457627118644,0.847457627118644
942,EU,135,156,Free,0,0,3,1,17,4,27,No,1,1,0,0.0,0.0
943,APAC,96,122,Small Spender,50,0,0,1,33,5,19,No,1,1,0,0.4098360655737705,0.4098360655737705
944,APAC,85,120,Dolphin,50,1,2,3,9,0,9,No,1,1,1,0.4166666666666667,0.4166666666666667
945,NA,121,297,Free,0,0,4,1,36,3,14,No,1,0,0,0.0,0.0
946,NA,62,322,Free,0,0,3,2,11,3,13,No,1,0,0,0.0,0.0
947,NA,82,62,Small Spender,5,0,5,4,31,4,9,Yes,1,0,0,0.08064516129032258,0.08064516129032258
948,LATAM,106,158,Free,0,1,3,2,45,0,27,No,1,1,0,0.0,0.0
949,LATAM,75,40,Free,0,0,2,5,39,5,6,Yes,1,0,0,0.0,0.0
950,EU,133,242,Small Spender,0,0,1,4,28,3,34,No,1,1,0,0.0,0.0
951,EU,193,40,Free,0,1,1,4,5,2,22,No,0,1,0,0.0,0.0
952,APAC,62,358,Free,0,0,3,1,0,3,19,No,1,1,1,0.0,0.0
953,NA,16,190,Whale,0,0,1,3,18,3,9,Yes,0,1,0,0.0,0.0
954,LATAM,0,234,Free,0,0,2,1,9,2,18,No,1,1,0,0.0,0.0
955,EU,92,15,Dolphin,0,0,0,4,0,5,18,No,1,1,1,0.0,0.0
956,EU,66,124,Free,0,0,2,8,29,3,12,No,1,1,0,0.0,0.0
957,EU,110,228,Small Spender,0,0,1,3,43,3,24,Yes,0,1,1,0.0,0.0
958,NA,106,280,Free,10,0,1,3,4,1,26,No,1,1,0,0.03571428571428571,0.03571428571428571
959,NA,19,48,Free,0,0,0,2,43,1,23,No,1,0,0,0.0,0.0
960,APAC,9,189,Small Spender,100,0,3,4,35,2,35,Yes,0,1,1,0.5291005291005291,0.5291005291005291
961,NA,114,304,Dolphin,0,0,2,4,16,4,13,No,1,1,0,0.0,0.0
962,EU,106,47,Free,0,0,7,2,0,3,13,No,1,0,0,0.0,0.0
963,NA,78,184,Small Spender,10,0,1,1,56,3,16,No,1,1,0,0.05434782608695652,0.05434782608695652
964,EU,17,105,Free,0,0,2,1,11,3,27,Yes,1,0,0,0.0,0.0
965,NA,123,247,Small Spender,0,1,3,2,54,2,24,Yes,0,0,0,0.0,0.0
966,EU,163,264,Small Spender,0,0,1,4,13,4,5,No,0,1,0,0.0,0.0
967,APAC,113,206,Free,0,1,0,2,33,2,23,No,1,0,0,0.0,0.0
968,NA,57,18,Free,0,1,4,2,16,2,6,No,0,1,0,0.0,0.0
969,EU,102,364,Free,0,0,5,3,54,4,28,No,1,1,0,0.0,0.0
970,EU,31,251,Dolphin,0,0,4,2,52,0,30,Yes,1,0,0,0.0,0.0
971,APAC,152,238,Free,50,0,2,3,8,5,10,No,1,1,0,0.21008403361344538,0.21008403361344538
972,LATAM,104,340,Small Spender,10,0,4,5,4,6,14,No,0,0,0,0.029411764705882353,0.029411764705882353
973,APAC,11,321,Free,0,1,0,2,8,1,11,No,1,1,0,0.0,0.0
974,NA,84,302,Small Spender,50,0,2,3,45,2,34,No,1,1,0,0.16556291390728478,0.16556291390728478
975,NA,123,66,Small Spender,0,0,1,3,29,2,13,No,1,0,1,0.0,0.0
976,NA,83,336,Small Spender,0,0,2,1,40,3,28,No,1,0,0,0.0,0.0
977,EU,86,150,Dolphin,10,1,2,5,34,2,25,No,0,0,0,0.06666666666666667,0.06666666666666667
978,NA,38,193,Free,0,0,0,3,17,4,26,No,1,0,0,0.0,0.0
979,EU,128,147,Free,0,1,1,3,43,2,16,No,1,1,0,0.0,0.0
980,EU,67,183,Whale,0,0,3,3,20,2,4,No,1,0,0,0.0,0.0
981,NA,0,106,Free,0,0,2,6,57,1,2,No,1,1,0,0.0,0.0
982,APAC,81,236,Small Spender,0,0,2,2,2,3,17,No,1,1,0,0.0,0.0
983,NA,149,126,Small Spender,10,0,3,2,13,3,7,No,1,0,0,0.07936507936507936,0.07936507936507936
984,NA,80,179,Small Spender,0,1,3,2,10,6,10,No,1,1,0,0.0,0.0
985,APAC,186,13,Free,0,0,3,2,24,0,14,No,1,0,0,0.0,0.0
986,EU,121,231,Free,0,0,1,3,36,4,18,Yes,1,0,0,0.0,0.0
987,APAC,116,28,Small Spender,50,0,5,4,9,5,9,No,1,1,0,1.7857142857142858,1.7857142857142858
988,EU,93,323,Free,0,0,3,3,45,1,24,No,0,1,0,0.0,0.0
989,NA,96,261,Small Spender,0,0,2,1,20,3,16,No,1,0,0,0.0,0.0
990,APAC,86,100,Free,10,1,0,2,15,2,30,No,0,0,0,0.1,0.1
991,APAC,84,188,Free,0,1,1,2,37,6,24,Yes,1,1,0,0.0,0.0
992,APAC,126,337,Free,0,0,3,2,31,5,27,No,1,0,0,0.0,0.0
993,NA,53,300,Dolphin,0,0,1,3,3,4,1,No,1,1,1,0.0,0.0
994,EU,46,119,Free,0,1,1,2,0,0,31,Yes,1,1,1,0.0,0.0
995,EU,43,46,Free,0,0,2,3,50,2,30,No,1,1,1,0.0,0.0
996,NA,202,68,Dolphin,0,0,2,4,51,2,38,No,0,0,0,0.0,0.0
997,LATAM,126,305,Small Spender,0,0,0,1,50,5,17,No,1,1,1,0.0,0.0
998,NA,115,171,Whale,200,0,2,4,9,3,19,No,1,1,0,1.1695906432748537,1.1695906432748537
999,LATAM,47,358,Free,0,0,3,1,7,3,18,No,1,1,1,0.0,0.0
1000,EU,131,196,Small Spender,0,0,3,3,31,4,19,No,1,1,0,0.0,0.0
1001,NA,94,333,Free,50,1,2,4,54,3,36,Yes,1,1,0,0.15015015015015015,0.15015015015015015
1002,EU,110,20,Small Spender,0,0,2,2,51,0,15,No,1,1,1,0.0,0.0
1003,LATAM,51,111,Dolphin,0,0,0,3,2,0,9,Yes,0,1,0,0.0,0.0
1004,APAC,108,146,Free,0,0,2,5,47,5,11,No,0,1,1,0.0,0.0
1005,APAC,78,192,Free,0,0,1,3,52,3,34,No,1,1,0,0.0,0.0
1006,APAC,61,229,Small Spender,0,0,3,1,30,2,37,No,1,0,1,0.0,0.0
1007,APAC,136,12,Free,0,0,5,2,22,2,27,No,1,1,0,0.0,0.0
1008,APAC,23,217,Small Spender,50,0,0,4,36,3,15,No,1,1,0,0.2304147465437788,0.2304147465437788
1009,NA,128,79,Free,0,0,2,4,7,3,41,No,1,1,0,0.0,0.0
1010,EU,134,36,Dolphin,0,0,0,2,48,3,13,No,0,1,1,0.0,0.0
1011,NA,56,264,Free,0,0,1,4,45,4,17,No,1,1,0,0.0,0.0
1012,LATAM,58,28,Free,10,0,1,3,50,2,15,No,0,1,0,0.35714285714285715,0.35714285714285715
1013,LATAM,88,86,Free,0,0,3,2,59,4,22,No,1,1,0,0.0,0.0
